Question,Category
2021 සිය 45 වෙන උපන්දිනය සැමරූ සිරිසේන මහතා සිය 37 වන උපන්දිනය සැමරූ වසර කුමක්ද ,0
උදේ 8.30ට පාසල් පැමිනි නෙත්මි දහවල් 2.45 තෙක් පාසලේ රැදී නිවසට යාමට පිටත් වුනි. ඇය පාසලේ සිටි කාලය කොපමණද ,0
මල්ලක් තුල බෝල 50ක් ඇත. ඉන් 5 ගුනාකාර කීයක් නම් තිබේද,1
දුම්රියක සිටි පිරිමි මගීන් ගනන1018කි. ගැහැනු මගීන් ගනන 936කි. එහි සිටින මුලු මගීන් ගනන කීයද? ,0
බස් රථයක මගීහු 68ක් සිටියහ. එයින් 19ක් පලමු බස් නැවතුමෙන් බැස ගියේය. තවත් මගීන් 12 දෙනෙක් ඊලඟ නැවතුමෙන් බසයට නැග්ගෝය. දැන් බස් රථයේ මගීන් කීයද?,0
පුතාගේ බර කිලෝග්‍රෑම් 19 කි. තාත්තාගේ බර කිලෝග්‍රෑම් 58කි. පුතාට වඩා තාත්තා කොපමණද බරද,0
රුපියල් 2150ක් ලෙස මිල සටහන් කර ඇති කමිසයක් විකිණීමේදී රුපියල් 250කින් මිල අඩු කරයි. එවනි කමිසයක් මිලදී ගැනීමට ගෙවිය යුතු මුදල කීයද,0
A පාසලේ සිසුන් ගනනට වඩා B පාසලේ සිසුන් ගණන 15කින් වැඩිය. B පාසලේ සිටින සිසුන් ගනන 810ක් නම් පාසල් දෙකම සිටින සිසුන් ගණන කීයද,0
බැරලයක තිබූ පොල්තෙල් ප්‍රමානයෙන් ලීටර 225ක් බෙදා දුන් පසු එහි පොල්තෙල් ලීටර 95ක් ඉතුරු වී තිබුනී. බැරලයේ මුලින් තිබූ පොල්තෙල් ප්‍රමානය කොපමණද ,0
"පොතක පිටු 960ක් ඇත. සුපුන් ඉරිදා දින එහි පිටු අංක 35 සිට 110 දක්වාද, සදුදා දින පෙර දා නතර කළ තැන සිට පිටු අංක 215 තෙක්ද කියවූයේය. ඔහු දින දෙකේම කියවූ පිටු ගනන කීයද? ",2
එක් ගොඩක අඹ ගෙඩියක් සහ දොඩම් ගෙඩිදෙකක් ඇත. එහි මිල රුපියල් 22කි. තවත් ගොඩක දොඩම් ගෙඩි 3ක් සහ අඹ ගෙඩි 2ක් ඇත. එම ගොඩේ මිල රුපියල් 35කි. එසේනම් අඹ ගෙඩි 3ක් හා දොඩම් ගෙඩි 5ක මිල කීයද? ,0
සිසුවෙක් පෑන් 1 පොත් 5 පැන්සල් 2 බැගින් ලමයි 40 කට දීමට අවශ්‍ය පෑන් ගනන කීයද? ,0
පංතියක සිටින ලමුන්ගෙන් 3/5ක් එදින පංතියට පැමින ඇත. පංතියේ සිටින ලමුන් ගනන 15 නම් නොපැමිනි ලමුන් ගනන කීයද? ,0
වරකට පෙති 2 බැගින් දිනපතා උදේට හා රාත්‍රියට බෙහෙත් බොන අයෙකු දින 10 සදහා අවශ්‍ය බෙහෙත් පෙති ගනන කීයද? ,0
"නිල්,‍රතු, කහ ලෙස වැලක කොඩි එල්ලා ඇති නම් මුලු කොඩි ගනන 96 නම් එහි අඩුවෙන්ම ඇති කොඩි ගනන කීයද? ",0
කඩයක පොල් 3480ක් ඇත. ඉන් ගෙඩි 1275ක් විකූනූ විට ඉතිරිය කීයද? ,0
මගේ වයස අවුරුදු 12කි. තාත්තාගේ වයස අවුරුදු 36කි. මගේ වයස දෙගුනයක් වනවිට තාත්තාගේ වයස කීයද? ,0
පෙරේදා 3 වෙනිදාය. අනිද්දා සිකුරාදාය. අද දිනය හා දවස කුමක්ද ,0
4 දෙනෙකුට සංග්‍රහ කිරිමට බීම බෝතල් එකක් අවශ්‍ය වේ. 30 දෙනෙකුට සංග්‍රහ කිරීමට බීම බෝතල් කීයක් අවශ්‍ය වේද,0
